Marca temporal,Edad,Género,País de origen,¿Tienes alguna condición física o lesión que deba tenerse en cuenta?,"Si tienes alguna condición física o lesión que deba tenerse en cuenta, cuál es?",¿Qué nivel de experiencia tenías en senderismo o caminatas largas?,¿Cómo era tu condición física antes de empezar el Camino?,Motivo/s principal/es para hacer el Camino,¿Con cuántas personas hiciste el Camino?,¿Qué época del año lo hiciste?,¿Habías hecho el camino anteriormente?,¿Qué ruta del Camino hiciste?,¿Cuántos días te llevó completarlo?,¿Desde donde lo empezaste?,¿Qué distancia total caminaste (aproximadamente)?,¿Qué tan duras fueron las etapas que hiciste en general?,¿Qué tipo de calzado usaste principalmente durante el Camino?,¿Tu calzado fue adecuado para el tipo de terreno y etapas?,¿Usaste transporte de mochila?,¿Reservaste alojamientos con antelación?,¿En qué tipo o tipos de alojamiento te hospedaste durante tu estancia?,¿Hace cuánto hiciste el Camino?,¿Volverías a hacer el Camino?,¿Cuál crees que es tu tipo ideal de etapa?,¿Qué nota le das a tu experiencia en el Camino? (0–10),¿Tuviste alguna lesión o problema físico durante el camino?,¿Qué consejos darías a alguien como tú antes de hacer el Camino?,Medio de transporte
2024-12-01 19:59:27.000,sesenta y cinco,Mujer,Alemania,No,,Avanzada (rutas largas con mochila/montaña),Media,Personal/reflexivo,Solo/a,Verano,Sí,Inglés,6,Ferrol,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,,A pie
2025-01-24 16:03:51.000,treinta y cuatro,Mujer,Portugal,No,,Ninguna,Media,"Deportivo, Religioso",Solo/a,Verano,No,Portugués,cinco,Vigo,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-05-30 04:56:22.000,veinticuatro,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo",En pareja,Otoño,Sí,Portugués,cinco,O Porriño,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-04-28 03:28:11.000,cuarenta,Mujer,España,,Dolor lumbar,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Religioso",En pareja,Primavera,No,Inglés,cuatro,A Coruña,Menos de 100 km,Moderadas,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,,En bici
2024-11-06 16:01:04.000,34,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Alta,Deportivo,Solo/a,Otoño,No,del Norte,27,Santander,200–400 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-15 16:37:16.000,28,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Media,Cultural/turístico,Solo/a,Invierno,No,Francés,veinticuatro,León,200–400 km,Suaves,Playeros ,Sí,Sí,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,,A pie
2024-08-27 07:33:07.000,21,Mujer,España,No,,Ninguna,Media,"Cultural/turístico, Personal/reflexivo",Solo/a,Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,,A pie
2024-04-26 02:09:43.000,treinta y cuatro,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Religioso",En pareja,Verano,No,Francés,5,Sarria,100–200 km,Moderadas,Playeros ,No,No,Sí,Hostales / Hoteles,Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-23 05:47:25.000,43,Mujer,España,Sí,Asma leve,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Religioso",En grupo organizado (>6),Otoño,No,Inglés,cinco,Ferrol,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,,A caballo
2024-09-13 16:14:36.000,48,Hombre,Francia,No,,Avanzada (rutas largas con mochila/montaña),Alta,"Personal/reflexivo, Religioso",Solo/a,Verano,No,Francés,cinco,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-05-30 19:35:23.000,veinticuatro,Mujer,España,Sí,Asma leve,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Religioso",Solo/a,Otoño,No,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-06-08 14:19:57.000,cuarenta y siete,Hombre,España,,,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Invierno,Sí,Francés,6,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,Sí,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-26 13:30:20.000,cuarenta y cinco,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Religioso",En pareja,Primavera,Sí,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-08 12:11:05.000,27,Mujer,Francia,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",En pareja,Verano,No,Portugués,10,Porto,200–400 km,Exigentes,Botas de montaña,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,,A pie
2024-02-28 15:25:35.000,23,Hombre,España,No,,Ninguna,Alta,Personal/reflexivo,En grupo pequeño (3–6 personas),Verano,No,Francés,12,Astorga,200–400 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),10,No,,A pie
2024-05-30 13:08:05.000,25,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En pareja,Primavera,No,Francés,5,Triacastela,100–200 km,Exigentes,Zapatillas de trail running,Sí,No,No,Albergues privados,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-01-23 00:53:33.000,veintisiete,Hombre,España,,,Moderada (10–20 km regularmente),Media,Religioso,Solo/a,Verano,No,del Norte,catorce,Gijón,200–400 km,Moderadas,Playeros ,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-07-01 22:40:13.000,veintiséis,Mujer,México,No,,Básica (≤ 10 km ocasionalmente),Baja,"Deportivo, Religioso",Solo/a,Verano,No,Primitivo,14,Oviedo,200–400 km,Muy variables,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2025-02-06 01:36:24.000,treinta y cuatro,Mujer,Alemania,,Ligamento de rodilla inestable,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Verano,Sí,Portugués,6,Tui,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-04-15 15:21:27.000,treinta y ocho,Hombre,España,,Fascitis plantar,Básica (≤ 10 km ocasionalmente),Media,Deportivo,Solo/a,Verano,No,Portugués,5,A Guarda,100–200 km,Exigentes,Zapatillas de trail running,Sí,Sí,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),10,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-27 00:05:11.000,veintisiete,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",Solo/a,Otoño,No,Francés,cuatro,Sarria,100–200 km,Exigentes,Sandalias de trekking,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Tal vez,Largas y exigentes (≥ 25 km),7,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-09 22:16:46.000,22,Hombre,España,Sí,Fascitis plantar,Avanzada (rutas largas con mochila/montaña),Media,Religioso,En grupo organizado (>6),Verano,Sí,Inglés,6,Neda,100–200 km,Moderadas,Playeros ,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-03-25 18:04:32.000,veintinueve,Mujer,España,No,,Moderada (10–20 km regularmente),Alta,"Personal/reflexivo, Religioso",Solo/a,Verano,Sí,Francés,cinco,Sarrià,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Hostales / Hoteles, Airbnb",Este año,Sí,Medias (~20 km con algo de desnivel),10,No,,A pie
2025-04-15 16:42:51.000,treinta y tres,Mujer,Alemania,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Primavera,No,Francés,cuatro,Sarria,100–200 km,Exigentes,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,,A pie
2025-03-23 15:46:27.000,treinta y uno,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En pareja,Primavera,No,del Norte,cincuenta y uno,Irún,Más de 800 km,Suaves,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-26 17:01:45.000,29,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Baja,Religioso,En grupo pequeño (3–6 personas),Verano,No,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Hostales / Hoteles, Airbnb",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-31 19:17:47.000,veinticinco,Mujer,España,No,,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Religioso",En grupo organizado (>6),Verano,No,Francés,5,Sarrià,100–200 km,Moderadas,Botas de montaña,Sí,Sí,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-10 23:47:48.000,cuarenta,Hombre,España,,Ligamento de rodilla inestable,Ninguna,Baja,"Cultural/turístico, Religioso",Solo/a,Otoño,No,del Norte,45,San Sebastián,200–400 km,Suaves,Botas de montaña,Sí,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-24 15:33:24.000,treinta y siete,Mujer,Reino Unido,No,,Ninguna,Media,Religioso,En pareja,Verano,No,del Norte,19,Gijón,200–400 km,Suaves,Botas de montaña,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-01-31 03:48:51.000,27,Mujer,México,No,,Moderada (10–20 km regularmente),Media,Cultural/turístico,Solo/a,Verano,No,Inglés,4,Ferrol,100–200 km,Exigentes,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,,A pie
2024-07-26 13:54:56.000,35,Mujer,Portugal,No,,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Otoño,No,Francés,siete,Sarria,100–200 km,Suaves,Zapatillas de trail running,Sí,Sí,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-04-12 21:08:58.000,veinticuatro,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Religioso",En pareja,Verano,No,Francés,4,Sárria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,,A pie
2024-09-28 15:23:43.000,veintiséis,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En pareja,Verano,Sí,Portugués,9,Porto,200–400 km,Exigentes,Botas de montaña,Sí,No,No,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),9,No,,A pie
2024-12-27 19:18:33.000,25,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Solo/a,Verano,No,Portugués,6,O Porriño,100–200 km,Suaves,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-24 21:47:41.000,cuarenta,Mujer,España,,,Ninguna,Baja,"Cultural/turístico, Deportivo, Religioso",En grupo pequeño (3–6 personas),Primavera,No,Francés,nueve,Sarría,100–200 km,Suaves,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-03-23 09:33:46.000,veintinueve,Mujer,Alemania,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En pareja,Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Hostales / Hoteles, Pensiones",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-01-21 04:17:32.000,34,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Religioso",En grupo pequeño (3–6 personas),Otoño,No,Portugués,seis,Tui,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues privados,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,"Sí, leve","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-06-10 22:47:04.000,25,Hombre,Francia,,,Moderada (10–20 km regularmente),Alta,Cultural/turístico,En grupo organizado (>6),Verano,Sí,Portugués,28,Lisboa,200–400 km,Moderadas,Playeros ,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-28 12:34:41.000,27,Mujer,España,Sí,Asma leve,Básica (≤ 10 km ocasionalmente),Baja,Deportivo,En grupo organizado (>6),Verano,No,Francés,treinta y ocho,Roncesvalles,200–400 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-05-20 23:01:03.000,veintinueve,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",En grupo organizado (>6),Invierno,No,Inglés,3,Betanzos,Menos de 100 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,,A caballo
2024-08-01 22:23:23.000,veintiséis,Mujer,Alemania,No,,Ninguna,Alta,Deportivo,En grupo pequeño (3–6 personas),Verano,Sí,Francés,9,O Cebreiro,100–200 km,Suaves,Playeros ,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2025-03-16 07:12:55.000,treinta y cinco,Mujer,España,,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",Solo/a,Otoño,No,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-06 07:41:31.000,veintiséis,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Verano,No,Francés,nueve,Ponferrada,200–400 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues públicos,Este año,Tal vez,Medias (~20 km con algo de desnivel),7,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-04-05 12:42:15.000,28,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Religioso",Solo/a,Verano,No,Francés,ocho,Sárria,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,No,Albergues públicos,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-31 06:47:25.000,cuarenta y tres,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Deportivo, Personal/reflexivo",Solo/a,Invierno,No,Francés,seis,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,,A pie
2024-10-20 07:05:30.000,treinta y cinco,Mujer,España,Sí,Fascitis plantar,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Personal/reflexivo, Religioso",En pareja,Invierno,No,Francés,7,Sarriá,100–200 km,Suaves,Zapatillas deportivas normales,Sí,Sí,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-28 18:54:10.000,30,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Verano,Sí,Portugués,cuatro,Pontevedra,Menos de 100 km,Suaves,Botas de montaña,Sí,No,Sí,"Hostales / Hoteles, Airbnb",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-25 13:44:18.000,54,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Deportivo, Religioso",En pareja,Verano,No,Portugués,3,Pontevedra,Menos de 100 km,Muy variables,Zapatillas deportivas normales,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-04 00:30:35.000,treinta y nueve,Hombre,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En pareja,Invierno,Sí,Inglés,seis,Ferrol,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2025-05-16 00:12:03.000,veintitrés,Mujer,Italia,Sí,Tendinitis rotuliana,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo",En grupo organizado (>6),Otoño,No,Francés,nueve,Ponferrada,200–400 km,Moderadas,Botas de montaña,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Más de 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-04-10 11:02:07.000,42,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Verano,No,Francés,5,Triacastela,100–200 km,Exigentes,Zapatillas deportivas normales,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,,En bici
2024-05-24 16:55:22.000,cuarenta y ocho,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",En pareja,Invierno,Sí,Portugués,cuatro,Pontevedra,Menos de 100 km,Suaves,Zapatillas deportivas normales,Sí,Sí,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-02 22:43:43.000,veintiséis,Mujer,Argentina,,,Avanzada (rutas largas con mochila/montaña),Alta,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Otoño,No,Primitivo,catorce,Oviedo,200–400 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2024-04-17 15:16:30.000,cuarenta y nueve,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",En pareja,Otoño,No,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Airbnb",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-02-27 10:45:15.000,28,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Media,Deportivo,En pareja,Verano,No,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,No,No,No,Albergues privados,Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-04-06 11:46:32.000,29,Mujer,Portugal,No,,Moderada (10–20 km regularmente),Baja,"Deportivo, Religioso",En grupo organizado (>6),Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-08 02:28:31.000,treinta y cuatro,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Baja,"Deportivo, Personal/reflexivo, Religioso",Solo/a,Primavera,No,del Norte,quince,Gijón,200–400 km,Moderadas,Botas de montaña,Sí,Sí,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-04-30 00:14:32.000,33,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo, Religioso",Solo/a,Otoño,No,Francés,5,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-03-03 13:26:09.000,treinta y cuatro,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Personal/reflexivo, Religioso",Solo/a,Verano,No,Inglés,seis,Ferrol,100–200 km,Moderadas,Sandalias de trekking,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-25 11:00:58.000,veintinueve,Hombre,España,No,,Moderada (10–20 km regularmente),Alta,"Personal/reflexivo, Religioso",En grupo organizado (>6),Otoño,No,Primitivo,seis,Lugo,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,,A pie
2024-07-20 01:11:13.000,treinta y cinco,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Religioso",En pareja,Primavera,No,Portugués,dieciséis,Porto,200–400 km,Suaves,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
